"r","thetay","thetay.1"
"1",10,0.740480489693061,0.740480489693061
"2",10,0.740480489693061,-0.740480489693061
"3",10,-0.740480489693061,0.740480489693061
"4",10,-0.740480489693061,-0.740480489693061
"5",40,0.740480489693061,0.740480489693061
"6",40,0.740480489693061,-0.740480489693061
"7",40,-0.740480489693061,0.740480489693061
"8",40,-0.740480489693061,-0.740480489693061
"9",20,0,0
