"displacement","position","xPushDuration","xPullDuration","yPushDuration","yPullDuration","zPushDuration","zPullDuration"
"293",104,877,3000,5000,5000,3500,6000,38600
"294",104,898,3000,5000,5000,3500,16199.8,38600
"295",104,919,3000,5000,5000,3500,6000,38600
"296",104,939,3000,5000,5000,3500,6000,38600
"297",104,960,3000,5000,5000,3500,6000,38600
"298",104,981,3000,5000,5000,3500,6000,35295.2
"299",104,1002,3000,5000,5000,3500,6000,35758.5
"300",104,1023,3000,38600,18253.7,3500,22902.1,23720.6
"301",125,0,38600,38600,18253.7,11335.2,22902.1,23720.6
"302",125,21,38600,38600,18508.5,12377.6,22963.9,23720.6
"303",125,42,38600,38600,18771.1,13566.8,23033.4,23720.6
"304",125,63,38561.4,38600,19049,14925.7,23102.9,23720.6
"305",125,84,37719.7,38600,19334.7,16500.9,23180.1,23720.6
"306",125,104,37055.7,38600,19628.2,18246,23257.3,23720.6
"307",125,125,36507.5,38600,19944.7,20392.6,23342.2,23720.6
"308",125,146,36129.1,38600,20276.8,22948.4,23434.9,23720.6
"309",125,167,35912.9,38600,20624.2,25998.4,23527.5,23720.6
"310",125,188,35882,38600,20987.2,29635.3,23635.6,23720.6
"311",125,209,36059.6,38600,21373.2,33943.9,23743.7,23720.6
"312",125,230,36499.7,38600,21782.5,38600,23867.3,23720.6
"313",125,251,37271.9,38600,22214.9,38600,23990.8,23720.6
"314",125,271,38391.5,38600,22670.5,38600,24122.1,23720.6
"315",125,292,38600,38600,23203.2,38600,24276.5,23720.6
"316",125,313,38600,38600,23813.2,38600,24438.7,23720.6
"317",125,334,38600,38600,24523.6,38600,24616.3,23720.6
"318",125,355,38600,38600,25388.4,38600,24817,13000
"319",125,376,38600,38600,26469.5,38600,25033.2,13000
"320",125,397,38600,38600,27882.5,38600,25280.3,13000
"321",125,418,38600,38600,29851.5,38600,25550.6,13000
"322",125,438,38600,38600,32569.5,38600,25844,13000
"323",125,459,38600,38600,37078.9,38600,26199.2,13000
"324",125,480,19489.2,38600,37812.4,38600,26600.7,13000
"325",125,501,18802,38600,37812.4,38600,27071.7,13000
"326",125,522,18253.7,38600,38600,38600,27635.4,13000
"327",125,543,18053,38600,38600,38600,28322.6,13000
"328",125,564,18392.7,38600,38600,38600,29172,13000
"329",125,585,26909.6,38600,38600,38600,30245.3,13000
"330",125,605,24114.4,38600,23929.1,38600,31550.2,13000
"331",125,626,3000,38600,23929.1,31303.1,33380.2,13000
"332",125,647,3000,38600,23929.1,31303.1,35936.1,13000
"333",125,668,3000,38600,23929.1,19844.4,37179.2,13000
"334",125,689,3000,38600,5000,19844.4,37179.2,13000
"335",125,710,3000,38600,5000,19844.4,38600,13000
